EmployeeID,recorddate_key,birthdate_key,orighiredate_key,terminationdate_key,age,length_of_service,city_name,department_name,job_title,store_name,gender_short,gender_full,termreason_desc,termtype_desc,STATUS_YEAR,STATUS,BUSINESS_UNIT
1319,12/31/2006 0:00,1/3/1957,8/28/1989,1/1/1900,49,17,Vancouver,Executive,VP Stores,35,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,HEADOFFICE
1319,12/31/2007 0:00,1/3/1957,8/28/1989,1/1/1900,50,18,Vancouver,Executive,VP Stores,35,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,HEADOFFICE
1319,12/31/2008 0:00,1/3/1957,8/28/1989,1/1/1900,51,19,Vancouver,Executive,VP Stores,35,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,HEADOFFICE
1319,12/31/2009 0:00,1/3/1957,8/28/1989,1/1/1900,52,20,Vancouver,Executive,VP Stores,35,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,HEADOFFICE
1319,12/31/2010 0:00,1/3/1957,8/28/1989,1/1/1900,53,21,Vancouver,Executive,VP Stores,35,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,HEADOFFICE
1319,12/31/2011 0:00,1/3/1957,8/28/1989,1/1/1900,54,22,Vancouver,Executive,VP Stores,35,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,HEADOFFICE
1319,12/31/2012 0:00,1/3/1957,8/28/1989,1/1/1900,55,23,Vancouver,Executive,VP Stores,35,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,HEADOFFICE
1319,12/31/2013 0:00,1/3/1957,8/28/1989,1/1/1900,56,24,Vancouver,Executive,VP Stores,35,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,HEADOFFICE
1319,12/31/2014 0:00,1/3/1957,8/28/1989,1/1/1900,57,25,Vancouver,Executive,VP Stores,35,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,HEADOFFICE
1319,12/31/2015 0:00,1/3/1957,8/28/1989,1/1/1900,58,26,Vancouver,Executive,VP Stores,35,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,HEADOFFICE
1320,12/31/2006 0:00,1/2/1955,8/28/1989,1/1/1900,51,17,Vancouver,Executive,Legal Counsel,35,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,HEADOFFICE
1320,12/31/2007 0:00,1/2/1955,8/28/1989,1/1/1900,52,18,Vancouver,Executive,Legal Counsel,35,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,HEADOFFICE
1320,12/31/2008 0:00,1/2/1955,8/28/1989,1/1/1900,53,19,Vancouver,Executive,Legal Counsel,35,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,HEADOFFICE
1320,12/31/2009 0:00,1/2/1955,8/28/1989,1/1/1900,54,20,Vancouver,Executive,Legal Counsel,35,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,HEADOFFICE
1320,12/31/2010 0:00,1/2/1955,8/28/1989,1/1/1900,55,21,Vancouver,Executive,Legal Counsel,35,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,HEADOFFICE
1320,12/31/2011 0:00,1/2/1955,8/28/1989,1/1/1900,56,22,Vancouver,Executive,Legal Counsel,35,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,HEADOFFICE
1320,12/31/2012 0:00,1/2/1955,8/28/1989,1/1/1900,57,23,Vancouver,Executive,Legal Counsel,35,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,HEADOFFICE
1320,12/31/2013 0:00,1/2/1955,8/28/1989,1/1/1900,58,24,Vancouver,Executive,Legal Counsel,35,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,HEADOFFICE
1320,12/31/2014 0:00,1/2/1955,8/28/1989,1/1/1900,59,25,Vancouver,Executive,Legal Counsel,35,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,HEADOFFICE
1320,12/31/2015 0:00,1/2/1955,8/28/1989,1/1/1900,60,26,Vancouver,Executive,Legal Counsel,35,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,HEADOFFICE
1321,12/31/2006 0:00,1/2/1959,8/28/1989,1/1/1900,47,17,Vancouver,Executive,VP Human Resources,35,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,HEADOFFICE
1321,12/31/2007 0:00,1/2/1959,8/28/1989,1/1/1900,48,18,Vancouver,Executive,VP Human Resources,35,M,Male,Not Applicable,Not Applicable,2007,ACTIVE,HEADOFFICE
1321,12/31/2008 0:00,1/2/1959,8/28/1989,1/1/1900,49,19,Vancouver,Executive,VP Human Resources,35,M,Male,Not Applicable,Not Applicable,2008,ACTIVE,HEADOFFICE
1321,12/31/2009 0:00,1/2/1959,8/28/1989,1/1/1900,50,20,Vancouver,Executive,VP Human Resources,35,M,Male,Not Applicable,Not Applicable,2009,ACTIVE,HEADOFFICE
1321,12/31/2010 0:00,1/2/1959,8/28/1989,1/1/1900,51,21,Vancouver,Executive,VP Human Resources,35,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,HEADOFFICE
1321,12/31/2011 0:00,1/2/1959,8/28/1989,1/1/1900,52,22,Vancouver,Executive,VP Human Resources,35,M,Male,Not Applicable,Not Applicable,2011,ACTIVE,HEADOFFICE
1321,12/31/2012 0:00,1/2/1959,8/28/1989,1/1/1900,53,23,Vancouver,Executive,VP Human Resources,35,M,Male,Not Applicable,Not Applicable,2012,ACTIVE,HEADOFFICE
1321,12/31/2013 0:00,1/2/1959,8/28/1989,1/1/1900,54,24,Vancouver,Executive,VP Human Resources,35,M,Male,Not Applicable,Not Applicable,2013,ACTIVE,HEADOFFICE
1321,12/31/2014 0:00,1/2/1959,8/28/1989,1/1/1900,55,25,Vancouver,Executive,VP Human Resources,35,M,Male,Not Applicable,Not Applicable,2014,ACTIVE,HEADOFFICE
1321,12/31/2015 0:00,1/2/1959,8/28/1989,1/1/1900,56,26,Vancouver,Executive,VP Human Resources,35,M,Male,Not Applicable,Not Applicable,2015,ACTIVE,HEADOFFICE
1322,12/31/2006 0:00,1/9/1958,8/31/1989,1/1/1900,48,17,Vancouver,Executive,VP Finance,35,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,HEADOFFICE
1322,12/31/2007 0:00,1/9/1958,8/31/1989,1/1/1900,49,18,Vancouver,Executive,VP Finance,35,M,Male,Not Applicable,Not Applicable,2007,ACTIVE,HEADOFFICE
1322,12/31/2008 0:00,1/9/1958,8/31/1989,1/1/1900,50,19,Vancouver,Executive,VP Finance,35,M,Male,Not Applicable,Not Applicable,2008,ACTIVE,HEADOFFICE
1322,12/31/2009 0:00,1/9/1958,8/31/1989,1/1/1900,51,20,Vancouver,Executive,VP Finance,35,M,Male,Not Applicable,Not Applicable,2009,ACTIVE,HEADOFFICE
1322,12/31/2010 0:00,1/9/1958,8/31/1989,1/1/1900,52,21,Vancouver,Executive,VP Finance,35,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,HEADOFFICE
1322,12/31/2011 0:00,1/9/1958,8/31/1989,1/1/1900,53,22,Vancouver,Executive,VP Finance,35,M,Male,Not Applicable,Not Applicable,2011,ACTIVE,HEADOFFICE
1322,12/31/2012 0:00,1/9/1958,8/31/1989,1/1/1900,54,23,Vancouver,Executive,VP Finance,35,M,Male,Not Applicable,Not Applicable,2012,ACTIVE,HEADOFFICE
1322,12/31/2013 0:00,1/9/1958,8/31/1989,1/1/1900,55,24,Vancouver,Executive,VP Finance,35,M,Male,Not Applicable,Not Applicable,2013,ACTIVE,HEADOFFICE
1322,12/31/2014 0:00,1/9/1958,8/31/1989,1/1/1900,56,25,Vancouver,Executive,VP Finance,35,M,Male,Not Applicable,Not Applicable,2014,ACTIVE,HEADOFFICE
1322,12/31/2015 0:00,1/9/1958,8/31/1989,1/1/1900,57,26,Vancouver,Executive,VP Finance,35,M,Male,Not Applicable,Not Applicable,2015,ACTIVE,HEADOFFICE
1323,12/31/2006 0:00,1/9/1962,8/31/1989,1/1/1900,44,17,Vancouver,Executive,"Exec Assistant, VP Stores",35,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,HEADOFFICE
1323,12/31/2007 0:00,1/9/1962,8/31/1989,1/1/1900,45,18,Vancouver,Executive,"Exec Assistant, VP Stores",35,M,Male,Not Applicable,Not Applicable,2007,ACTIVE,HEADOFFICE
1323,12/31/2008 0:00,1/9/1962,8/31/1989,1/1/1900,46,19,Vancouver,Executive,"Exec Assistant, VP Stores",35,M,Male,Not Applicable,Not Applicable,2008,ACTIVE,HEADOFFICE
1323,12/31/2009 0:00,1/9/1962,8/31/1989,1/1/1900,47,20,Vancouver,Executive,"Exec Assistant, VP Stores",35,M,Male,Not Applicable,Not Applicable,2009,ACTIVE,HEADOFFICE
1323,12/31/2010 0:00,1/9/1962,8/31/1989,1/1/1900,48,21,Vancouver,Executive,"Exec Assistant, VP Stores",35,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,HEADOFFICE
1323,12/31/2011 0:00,1/9/1962,8/31/1989,1/1/1900,49,22,Vancouver,Executive,"Exec Assistant, VP Stores",35,M,Male,Not Applicable,Not Applicable,2011,ACTIVE,HEADOFFICE
1323,12/31/2012 0:00,1/9/1962,8/31/1989,1/1/1900,50,23,Vancouver,Executive,"Exec Assistant, VP Stores",35,M,Male,Not Applicable,Not Applicable,2012,ACTIVE,HEADOFFICE
1323,12/31/2013 0:00,1/9/1962,8/31/1989,1/1/1900,51,24,Vancouver,Executive,"Exec Assistant, VP Stores",35,M,Male,Not Applicable,Not Applicable,2013,ACTIVE,HEADOFFICE
1323,12/31/2014 0:00,1/9/1962,8/31/1989,1/1/1900,52,25,Vancouver,Executive,"Exec Assistant, VP Stores",35,M,Male,Not Applicable,Not Applicable,2014,ACTIVE,HEADOFFICE
1323,12/31/2015 0:00,1/9/1962,8/31/1989,1/1/1900,53,26,Vancouver,Executive,"Exec Assistant, VP Stores",35,M,Male,Not Applicable,Not Applicable,2015,ACTIVE,HEADOFFICE
1325,12/31/2006 0:00,1/13/1964,9/2/1989,1/1/1900,42,17,Vancouver,Executive,"Exec Assistant, Legal Counsel",35,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,HEADOFFICE
1325,12/31/2007 0:00,1/13/1964,9/2/1989,1/1/1900,43,18,Vancouver,Executive,"Exec Assistant, Legal Counsel",35,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,HEADOFFICE
1325,12/31/2008 0:00,1/13/1964,9/2/1989,1/1/1900,44,19,Vancouver,Executive,"Exec Assistant, Legal Counsel",35,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,HEADOFFICE
1325,12/31/2009 0:00,1/13/1964,9/2/1989,1/1/1900,45,20,Vancouver,Executive,"Exec Assistant, Legal Counsel",35,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,HEADOFFICE
1325,12/31/2010 0:00,1/13/1964,9/2/1989,1/1/1900,46,21,Vancouver,Executive,"Exec Assistant, Legal Counsel",35,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,HEADOFFICE
1325,12/31/2011 0:00,1/13/1964,9/2/1989,1/1/1900,47,22,Vancouver,Executive,"Exec Assistant, Legal Counsel",35,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,HEADOFFICE
1325,12/31/2012 0:00,1/13/1964,9/2/1989,1/1/1900,48,23,Vancouver,Executive,"Exec Assistant, Legal Counsel",35,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,HEADOFFICE
1325,12/31/2013 0:00,1/13/1964,9/2/1989,1/1/1900,49,24,Vancouver,Executive,"Exec Assistant, Legal Counsel",35,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,HEADOFFICE
1325,12/31/2014 0:00,1/13/1964,9/2/1989,1/1/1900,50,25,Vancouver,Executive,"Exec Assistant, Legal Counsel",35,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,HEADOFFICE
1325,12/31/2015 0:00,1/13/1964,9/2/1989,1/1/1900,51,26,Vancouver,Executive,"Exec Assistant, Legal Counsel",35,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,HEADOFFICE
1328,12/31/2006 0:00,1/17/1956,9/5/1989,1/1/1900,50,17,Vancouver,Executive,CHief Information Officer,35,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,HEADOFFICE
1328,12/31/2007 0:00,1/17/1956,9/5/1989,1/1/1900,51,18,Vancouver,Executive,CHief Information Officer,35,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,HEADOFFICE
1328,12/31/2008 0:00,1/17/1956,9/5/1989,1/1/1900,52,19,Vancouver,Executive,CHief Information Officer,35,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,HEADOFFICE
1328,12/31/2009 0:00,1/17/1956,9/5/1989,1/1/1900,53,20,Vancouver,Executive,CHief Information Officer,35,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,HEADOFFICE
1328,12/31/2010 0:00,1/17/1956,9/5/1989,1/1/1900,54,21,Vancouver,Executive,CHief Information Officer,35,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,HEADOFFICE
1328,12/31/2011 0:00,1/17/1956,9/5/1989,1/1/1900,55,22,Vancouver,Executive,CHief Information Officer,35,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,HEADOFFICE
1328,12/31/2012 0:00,1/17/1956,9/5/1989,1/1/1900,56,23,Vancouver,Executive,CHief Information Officer,35,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,HEADOFFICE
1328,12/31/2013 0:00,1/17/1956,9/5/1989,1/1/1900,57,24,Vancouver,Executive,CHief Information Officer,35,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,HEADOFFICE
1328,12/31/2014 0:00,1/17/1956,9/5/1989,1/1/1900,58,25,Vancouver,Executive,CHief Information Officer,35,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,HEADOFFICE
1328,12/31/2015 0:00,1/17/1956,9/5/1989,1/1/1900,59,26,Vancouver,Executive,CHief Information Officer,35,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,HEADOFFICE
1329,12/31/2006 0:00,1/23/1967,9/8/1989,1/1/1900,39,17,Terrace,Store Management,Store Manager,32,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
1329,12/31/2007 0:00,1/23/1967,9/8/1989,1/1/1900,40,18,Terrace,Store Management,Store Manager,32,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
1329,12/31/2008 0:00,1/23/1967,9/8/1989,1/1/1900,41,19,Terrace,Store Management,Store Manager,32,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
1329,12/31/2009 0:00,1/23/1967,9/8/1989,1/1/1900,42,20,Terrace,Store Management,Store Manager,32,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,STORES
1329,12/31/2010 0:00,1/23/1967,9/8/1989,1/1/1900,43,21,Terrace,Store Management,Store Manager,32,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
1329,12/31/2011 0:00,1/23/1967,9/8/1989,1/1/1900,44,22,Terrace,Store Management,Store Manager,32,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
1329,12/31/2012 0:00,1/23/1967,9/8/1989,1/1/1900,45,23,Terrace,Store Management,Store Manager,32,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
1329,12/31/2013 0:00,1/23/1967,9/8/1989,1/1/1900,46,24,Terrace,Store Management,Store Manager,32,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
1329,12/31/2014 0:00,1/23/1967,9/8/1989,1/1/1900,47,25,Terrace,Store Management,Store Manager,32,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
1329,12/31/2015 0:00,1/23/1967,9/8/1989,1/1/1900,48,26,Terrace,Store Management,Store Manager,32,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,STORES
1330,12/31/2006 0:00,1/25/1967,9/9/1989,1/1/1900,39,17,Terrace,Meats,Meats Manager,32,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
1330,12/31/2007 0:00,1/25/1967,9/9/1989,1/1/1900,40,18,Terrace,Meats,Meats Manager,32,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
1330,12/31/2008 0:00,1/25/1967,9/9/1989,1/1/1900,41,19,Terrace,Meats,Meats Manager,32,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
1330,12/31/2009 0:00,1/25/1967,9/9/1989,1/1/1900,42,20,Terrace,Meats,Meats Manager,32,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,STORES
1330,12/31/2010 0:00,1/25/1967,9/9/1989,1/1/1900,43,21,Terrace,Meats,Meats Manager,32,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
1330,12/31/2011 0:00,1/25/1967,9/9/1989,1/1/1900,44,22,Terrace,Meats,Meats Manager,32,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
1330,12/31/2012 0:00,1/25/1967,9/9/1989,1/1/1900,45,23,Terrace,Meats,Meats Manager,32,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
1330,12/31/2013 0:00,1/25/1967,9/9/1989,1/1/1900,46,24,Terrace,Meats,Meats Manager,32,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
1330,12/31/2014 0:00,1/25/1967,9/9/1989,1/1/1900,47,25,Terrace,Meats,Meats Manager,32,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
1330,12/31/2015 0:00,1/25/1967,9/9/1989,1/1/1900,48,26,Terrace,Meats,Meats Manager,32,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,STORES
1331,12/31/2006 0:00,1/28/1965,9/10/1989,1/1/1900,41,17,Nanaimo,Store Management,Store Manager,18,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
1331,12/31/2007 0:00,1/28/1965,9/10/1989,1/1/1900,42,18,Nanaimo,Store Management,Store Manager,18,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
1331,12/31/2008 0:00,1/28/1965,9/10/1989,1/1/1900,43,19,Nanaimo,Store Management,Store Manager,18,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
1331,12/31/2009 0:00,1/28/1965,9/10/1989,1/1/1900,44,20,Nanaimo,Store Management,Store Manager,18,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,STORES
1331,12/31/2010 0:00,1/28/1965,9/10/1989,1/1/1900,45,21,Nanaimo,Store Management,Store Manager,18,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
1331,12/31/2011 0:00,1/28/1965,9/10/1989,1/1/1900,46,22,Nanaimo,Store Management,Store Manager,18,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
1331,12/31/2012 0:00,1/28/1965,9/10/1989,1/1/1900,47,23,Nanaimo,Store Management,Store Manager,18,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
1331,12/31/2013 0:00,1/28/1965,9/10/1989,1/1/1900,48,24,Nanaimo,Store Management,Store Manager,18,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
1331,12/31/2014 0:00,1/28/1965,9/10/1989,1/1/1900,49,25,Nanaimo,Store Management,Store Manager,18,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
1331,12/31/2015 0:00,1/28/1965,9/10/1989,1/1/1900,50,26,Nanaimo,Store Management,Store Manager,18,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,STORES
1332,12/31/2006 0:00,2/5/1955,9/15/1989,1/1/1900,51,17,Vancouver,Executive,"Exec Assistant, Human Resources",35,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,HEADOFFICE
1332,12/31/2007 0:00,2/5/1955,9/15/1989,1/1/1900,52,18,Vancouver,Executive,"Exec Assistant, Human Resources",35,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,HEADOFFICE
1332,12/31/2008 0:00,2/5/1955,9/15/1989,1/1/1900,53,19,Vancouver,Executive,"Exec Assistant, Human Resources",35,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,HEADOFFICE
1332,12/31/2009 0:00,2/5/1955,9/15/1989,1/1/1900,54,20,Vancouver,Executive,"Exec Assistant, Human Resources",35,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,HEADOFFICE
1332,12/31/2010 0:00,2/5/1955,9/15/1989,1/1/1900,55,21,Vancouver,Executive,"Exec Assistant, Human Resources",35,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,HEADOFFICE
1332,12/31/2011 0:00,2/5/1955,9/15/1989,1/1/1900,56,22,Vancouver,Executive,"Exec Assistant, Human Resources",35,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,HEADOFFICE
1332,12/31/2012 0:00,2/5/1955,9/15/1989,1/1/1900,57,23,Vancouver,Executive,"Exec Assistant, Human Resources",35,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,HEADOFFICE
1332,12/31/2013 0:00,2/5/1955,9/15/1989,1/1/1900,58,24,Vancouver,Executive,"Exec Assistant, Human Resources",35,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,HEADOFFICE
1332,12/31/2014 0:00,2/5/1955,9/15/1989,1/1/1900,59,25,Vancouver,Executive,"Exec Assistant, Human Resources",35,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,HEADOFFICE
1332,12/31/2015 0:00,2/5/1955,9/15/1989,1/1/1900,60,26,Vancouver,Executive,"Exec Assistant, Human Resources",35,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,HEADOFFICE
1334,12/31/2006 0:00,2/6/1961,9/15/1989,1/1/1900,45,17,Vancouver,Executive,"Exec Assistant, Finance",35,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,HEADOFFICE
1334,12/31/2007 0:00,2/6/1961,9/15/1989,1/1/1900,46,18,Vancouver,Executive,"Exec Assistant, Finance",35,M,Male,Not Applicable,Not Applicable,2007,ACTIVE,HEADOFFICE
1334,12/31/2008 0:00,2/6/1961,9/15/1989,1/1/1900,47,19,Vancouver,Executive,"Exec Assistant, Finance",35,M,Male,Not Applicable,Not Applicable,2008,ACTIVE,HEADOFFICE
1334,12/31/2009 0:00,2/6/1961,9/15/1989,1/1/1900,48,20,Vancouver,Executive,"Exec Assistant, Finance",35,M,Male,Not Applicable,Not Applicable,2009,ACTIVE,HEADOFFICE
1334,12/31/2010 0:00,2/6/1961,9/15/1989,1/1/1900,49,21,Vancouver,Executive,"Exec Assistant, Finance",35,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,HEADOFFICE
1334,12/31/2011 0:00,2/6/1961,9/15/1989,1/1/1900,50,22,Vancouver,Executive,"Exec Assistant, Finance",35,M,Male,Not Applicable,Not Applicable,2011,ACTIVE,HEADOFFICE
1334,12/31/2012 0:00,2/6/1961,9/15/1989,1/1/1900,51,23,Vancouver,Executive,"Exec Assistant, Finance",35,M,Male,Not Applicable,Not Applicable,2012,ACTIVE,HEADOFFICE
1334,12/31/2013 0:00,2/6/1961,9/15/1989,1/1/1900,52,24,Vancouver,Executive,"Exec Assistant, Finance",35,M,Male,Not Applicable,Not Applicable,2013,ACTIVE,HEADOFFICE
1334,12/31/2014 0:00,2/6/1961,9/15/1989,1/1/1900,53,25,Vancouver,Executive,"Exec Assistant, Finance",35,M,Male,Not Applicable,Not Applicable,2014,ACTIVE,HEADOFFICE
1334,12/31/2015 0:00,2/6/1961,9/15/1989,1/1/1900,54,26,Vancouver,Executive,"Exec Assistant, Finance",35,M,Male,Not Applicable,Not Applicable,2015,ACTIVE,HEADOFFICE
1335,12/31/2006 0:00,2/7/1962,9/16/1989,1/1/1900,44,17,Vancouver,Recruitment,"Director, Recruitment",35,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,HEADOFFICE
1335,12/31/2007 0:00,2/7/1962,9/16/1989,1/1/1900,45,18,Vancouver,Recruitment,"Director, Recruitment",35,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,HEADOFFICE
1335,12/31/2008 0:00,2/7/1962,9/16/1989,1/1/1900,46,19,Vancouver,Recruitment,"Director, Recruitment",35,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,HEADOFFICE
1335,12/31/2009 0:00,2/7/1962,9/16/1989,1/1/1900,47,20,Vancouver,Recruitment,"Director, Recruitment",35,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,HEADOFFICE
1335,12/31/2010 0:00,2/7/1962,9/16/1989,1/1/1900,48,21,Vancouver,Recruitment,"Director, Recruitment",35,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,HEADOFFICE
1335,12/31/2011 0:00,2/7/1962,9/16/1989,1/1/1900,49,22,Vancouver,Recruitment,"Director, Recruitment",35,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,HEADOFFICE
1335,12/31/2012 0:00,2/7/1962,9/16/1989,1/1/1900,50,23,Vancouver,Recruitment,"Director, Recruitment",35,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,HEADOFFICE
1335,12/31/2013 0:00,2/7/1962,9/16/1989,1/1/1900,51,24,Vancouver,Recruitment,"Director, Recruitment",35,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,HEADOFFICE
1335,12/31/2014 0:00,2/7/1962,9/16/1989,1/1/1900,52,25,Vancouver,Recruitment,"Director, Recruitment",35,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,HEADOFFICE
1335,12/31/2015 0:00,2/7/1962,9/16/1989,1/1/1900,53,26,Vancouver,Recruitment,"Director, Recruitment",35,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,HEADOFFICE
1338,12/31/2006 0:00,2/16/1949,9/20/1989,2/16/2009,57,17,Vancouver,Training,"Director, Training",35,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,HEADOFFICE
